slot,date,plan,QoS,battery,consumption,ep_slot
39,1-11-2012:3:2:24,5,70.000000,1998.970400,0.026400,0.000000
40,1-11-2012:3:7:12,5,70.000000,1998.944000,0.026400,0.000000
41,1-11-2012:3:12:0,5,70.000000,1998.917600,0.026400,0.000000
42,1-11-2012:3:16:48,5,70.000000,1998.891200,0.026400,0.000000
43,1-11-2012:3:21:36,5,70.000000,1998.864800,0.026400,0.000000
44,1-11-2012:3:26:24,5,70.000000,1998.838400,0.026400,0.000000
45,1-11-2012:3:31:12,5,70.000000,1998.812000,0.026400,0.000000
46,1-11-2012:3:36:0,5,70.000000,1998.785600,0.026400,0.000000
47,1-11-2012:3:40:48,5,70.000000,1998.759200,0.026400,0.000000
48,1-11-2012:3:45:36,5,70.000000,1998.732800,0.026400,0.000000
49,1-11-2012:3:50:24,5,70.000000,1998.706400,0.026400,0.000000
50,1-11-2012:3:55:12,5,70.000000,1998.680000,0.026400,0.000000
51,1-11-2012:4:0:0,5,70.000000,1998.653600,0.026400,0.000000
52,1-11-2012:4:4:48,5,70.000000,1998.627200,0.026400,0.000000
53,1-11-2012:4:9:36,5,70.000000,1998.600800,0.026400,0.000000
54,1-11-2012:4:14:24,5,70.000000,1998.574400,0.026400,0.000000
55,1-11-2012:4:19:12,5,70.000000,1998.548000,0.026400,0.000000
56,1-11-2012:4:24:0,5,70.000000,1998.521600,0.026400,0.000000
57,1-11-2012:4:28:48,5,70.000000,1998.495200,0.026400,0.000000
58,1-11-2012:4:33:36,5,70.000000,1998.468800,0.026400,0.000000
59,1-11-2012:4:38:24,5,70.000000,1998.442400,0.026400,0.000000
60,1-11-2012:4:43:12,5,70.000000,1998.416000,0.026400,0.000000
61,1-11-2012:4:48:0,5,70.000000,1998.389600,0.026400,0.000000
62,1-11-2012:4:52:48,5,70.000000,1998.363200,0.026400,0.000000
63,1-11-2012:4:57:36,5,70.000000,1998.336800,0.026400,0.000000
64,1-11-2012:5:2:24,5,70.000000,1998.310400,0.026400,0.000000
65,1-11-2012:5:7:12,5,70.000000,1998.284000,0.026400,0.000000
66,1-11-2012:5:12:0,5,70.000000,1998.257600,0.026400,0.000000
67,1-11-2012:5:16:48,5,70.000000,1998.231200,0.026400,0.000000
68,1-11-2012:5:21:36,5,70.000000,1998.204800,0.026400,0.000000
69,1-11-2012:5:26:24,5,70.000000,1998.178400,0.026400,0.000000
70,1-11-2012:5:31:12,5,70.000000,1998.152000,0.026400,0.000000
71,1-11-2012:5:36:0,5,70.000000,1998.125600,0.026400,0.000000
72,1-11-2012:5:40:48,5,70.000000,1998.099200,0.026400,0.000000
73,1-11-2012:5:45:36,5,70.000000,1998.072800,0.026400,0.000000
74,1-11-2012:5:50:24,5,70.000000,1998.046400,0.026400,0.000000
75,1-11-2012:5:55:12,5,70.000000,1998.020000,0.026400,0.000000
76,1-11-2012:6:0:0,5,70.000000,1997.993600,0.026400,0.000000
77,1-11-2012:6:4:48,5,70.000000,1997.967200,0.026400,0.000000
78,1-11-2012:6:9:36,5,70.000000,1997.940800,0.026400,0.000000
79,1-11-2012:6:14:24,5,70.000000,1997.914400,0.026400,0.000000
80,1-11-2012:6:19:12,5,70.000000,1997.888000,0.026400,0.000000
81,1-11-2012:6:24:0,5,70.000000,1997.861600,0.026400,0.000000
82,1-11-2012:6:28:48,5,70.000000,1997.835200,0.026400,0.000000
83,1-11-2012:6:33:36,5,70.000000,1997.808800,0.026400,0.000000
84,1-11-2012:6:38:24,5,70.000000,1997.782400,0.026400,0.000000
85,1-11-2012:6:43:12,5,70.000000,1997.756000,0.026400,0.000000
86,1-11-2012:6:48:0,5,70.000000,1997.729600,0.026400,0.000000
87,1-11-2012:6:52:48,5,70.000000,1997.703200,0.026400,0.000000
88,1-11-2012:6:57:36,5,70.000000,1997.676800,0.026400,0.000000
89,1-11-2012:7:2:24,5,70.000000,1997.650400,0.026400,0.000000
90,1-11-2012:7:7:12,5,70.000000,1997.624000,0.026400,0.000000
91,1-11-2012:7:12:0,5,70.000000,1997.597600,0.026400,0.000000
92,1-11-2012:7:16:48,5,70.000000,1997.571200,0.026400,0.000000
93,1-11-2012:7:21:36,5,70.000000,1997.544800,0.026400,0.000000
94,1-11-2012:7:26:24,5,70.000000,1997.518400,0.026400,0.000000
95,1-11-2012:7:31:12,5,70.000000,1997.492000,0.026400,0.000000
96,1-11-2012:7:36:0,5,70.000000,1997.465600,0.026400,0.000000
97,1-11-2012:7:40:48,5,70.000000,1997.439200,0.026400,0.000000
98,1-11-2012:7:45:36,5,70.000000,1997.412800,0.026400,0.000000
99,1-11-2012:7:50:24,5,70.000000,1997.386400,0.026400,0.000000
100,1-11-2012:7:55:12,5,70.000000,1997.360000,0.026400,0.000000
101,1-11-2012:8:0:0,5,70.000000,1997.409238,0.026400,0.459080
102,1-11-2012:8:4:48,5,70.000000,1997.458477,0.026400,0.459080
103,1-11-2012:8:9:36,5,70.000000,1997.507716,0.026400,0.459080
104,1-11-2012:8:14:24,5,70.000000,1997.556955,0.026400,0.459080
105,1-11-2012:8:19:12,5,70.000000,1997.606194,0.026400,0.459080
106,1-11-2012:8:24:0,5,70.000000,1997.655433,0.026400,0.459080
107,1-11-2012:8:28:48,5,70.000000,1997.704672,0.026400,0.459080
108,1-11-2012:8:33:36,5,70.000000,1997.753911,0.026400,0.459080
109,1-11-2012:8:38:24,5,70.000000,1997.803150,0.026400,0.459080
110,1-11-2012:8:43:12,5,70.000000,1997.852389,0.026400,0.459080
111,1-11-2012:8:48:0,5,70.000000,1997.901628,0.026400,0.459080
112,1-11-2012:8:52:48,5,70.000000,1997.950867,0.026400,0.459080
113,1-11-2012:8:57:36,5,70.000000,1998.000106,0.026400,0.459080
114,1-11-2012:9:2:24,5,70.000000,1998.072201,0.026400,0.659927
115,1-11-2012:9:7:12,5,70.000000,1998.144296,0.026400,0.659927
116,1-11-2012:9:12:0,5,70.000000,1998.216392,0.026400,0.659927
117,1-11-2012:9:16:48,5,70.000000,1998.288487,0.026400,0.659927
118,1-11-2012:9:21:36,5,70.000000,1998.360582,0.026400,0.659927
119,1-11-2012:9:26:24,5,70.000000,1998.432678,0.026400,0.659927
120,1-11-2012:9:31:12,5,70.000000,1998.504773,0.026400,0.659927
121,1-11-2012:9:36:0,5,70.000000,1998.576868,0.026400,0.659927
122,1-11-2012:9:40:48,5,70.000000,1998.648964,0.026400,0.659927
123,1-11-2012:9:45:36,5,70.000000,1998.721059,0.026400,0.659927
124,1-11-2012:9:50:24,5,70.000000,1998.793155,0.026400,0.659927
125,1-11-2012:9:55:12,5,70.000000,1998.865250,0.026400,0.659927
126,1-11-2012:10:0:0,5,70.000000,1998.953671,0.026400,0.803389
127,1-11-2012:10:4:48,5,70.000000,1999.042093,0.026400,0.803389
128,1-11-2012:10:9:36,5,70.000000,1999.130514,0.026400,0.803389
129,1-11-2012:10:14:24,5,70.000000,1999.218935,0.026400,0.803389
130,1-11-2012:10:19:12,5,70.000000,1999.307357,0.026400,0.803389
131,1-11-2012:10:24:0,5,70.000000,1999.395778,0.026400,0.803389
132,1-11-2012:10:28:48,5,70.000000,1999.484200,0.026400,0.803389
133,1-11-2012:10:33:36,5,70.000000,1999.572621,0.026400,0.803389
134,1-11-2012:10:38:24,5,70.000000,1999.661042,0.026400,0.803389
135,1-11-2012:10:43:12,5,70.000000,1999.749464,0.026400,0.803389
136,1-11-2012:10:48:0,5,70.000000,1999.837885,0.026400,0.803389
137,1-11-2012:10:52:48,5,70.000000,1999.926306,0.026400,0.803389
138,1-11-2012:10:57:36,5,70.000000,2000.014728,0.026400,0.803389
139,1-11-2012:11:2:24,5,70.000000,2000.112945,0.026400,0.889467
140,1-11-2012:11:7:12,5,70.000000,2000.211162,0.026400,0.889467
141,1-11-2012:11:12:0,5,70.000000,2000.309379,0.026400,0.889467
142,1-11-2012:11:16:48,5,70.000000,2000.407596,0.026400,0.889467
143,1-11-2012:11:21:36,5,70.000000,2000.505813,0.026400,0.889467
144,1-11-2012:11:26:24,5,70.000000,2000.604030,0.026400,0.889467
145,1-11-2012:11:31:12,5,70.000000,2000.702247,0.026400,0.889467
146,1-11-2012:11:36:0,5,70.000000,2000.800464,0.026400,0.889467
147,1-11-2012:11:40:48,5,70.000000,2000.898681,0.026400,0.889467
148,1-11-2012:11:45:36,5,70.000000,2000.996898,0.026400,0.889467
149,1-11-2012:11:50:24,5,70.000000,2001.095115,0.026400,0.889467
150,1-11-2012:11:55:12,5,70.000000,2001.193332,0.026400,0.889467
151,1-11-2012:12:0:0,5,70.000000,2001.294814,0.026400,0.918159
152,1-11-2012:12:4:48,5,70.000000,2001.396296,0.026400,0.918159
153,1-11-2012:12:9:36,5,70.000000,2001.497778,0.026400,0.918159
154,1-11-2012:12:14:24,5,70.000000,2001.599260,0.026400,0.918159
155,1-11-2012:12:19:12,5,70.000000,2001.700742,0.026400,0.918159
156,1-11-2012:12:24:0,5,70.000000,2001.802225,0.026400,0.918159
157,1-11-2012:12:28:48,5,70.000000,2001.903707,0.026400,0.918159
158,1-11-2012:12:33:36,5,70.000000,2002.005189,0.026400,0.918159
159,1-11-2012:12:38:24,5,70.000000,2002.106671,0.026400,0.918159
160,1-11-2012:12:43:12,5,70.000000,2002.208153,0.026400,0.918159
161,1-11-2012:12:48:0,5,70.000000,2002.309636,0.026400,0.918159
162,1-11-2012:12:52:48,5,70.000000,2002.411118,0.026400,0.918159
163,1-11-2012:12:57:36,5,70.000000,2002.512600,0.026400,0.918159
164,1-11-2012:13:2:24,5,70.000000,2002.610817,0.026400,0.889467
165,1-11-2012:13:7:12,5,70.000000,2002.709034,0.026400,0.889467
166,1-11-2012:13:12:0,5,70.000000,2002.807251,0.026400,0.889467
167,1-11-2012:13:16:48,5,70.000000,2002.905468,0.026400,0.889467
168,1-11-2012:13:21:36,5,70.000000,2003.003685,0.026400,0.889467
169,1-11-2012:13:26:24,5,70.000000,2003.101902,0.026400,0.889467
170,1-11-2012:13:31:12,5,70.000000,2003.200119,0.026400,0.889467
171,1-11-2012:13:36:0,5,70.000000,2003.298336,0.026400,0.889467
172,1-11-2012:13:40:48,5,70.000000,2003.396553,0.026400,0.889467
173,1-11-2012:13:45:36,5,70.000000,2003.494770,0.026400,0.889467
174,1-11-2012:13:50:24,5,70.000000,2003.592987,0.026400,0.889467
175,1-11-2012:13:55:12,5,70.000000,2003.691204,0.026400,0.889467
176,1-11-2012:14:0:0,5,70.000000,2003.779625,0.026400,0.803389
177,1-11-2012:14:4:48,5,70.000000,2003.868046,0.026400,0.803389
178,1-11-2012:14:9:36,5,70.000000,2003.956468,0.026400,0.803389
179,1-11-2012:14:14:24,5,70.000000,2004.044889,0.026400,0.803389
180,1-11-2012:14:19:12,5,70.000000,2004.133310,0.026400,0.803389
181,1-11-2012:14:24:0,5,70.000000,2004.221732,0.026400,0.803389
182,1-11-2012:14:28:48,5,70.000000,2004.310153,0.026400,0.803389
183,1-11-2012:14:33:36,5,70.000000,2004.398575,0.026400,0.803389
184,1-11-2012:14:38:24,5,70.000000,2004.486996,0.026400,0.803389
185,1-11-2012:14:43:12,5,70.000000,2004.575417,0.026400,0.803389
186,1-11-2012:14:48:0,5,70.000000,2004.663839,0.026400,0.803389
187,1-11-2012:14:52:48,5,70.000000,2004.752260,0.026400,0.803389
188,1-11-2012:14:57:36,5,70.000000,2004.840681,0.026400,0.803389
189,1-11-2012:15:2:24,5,70.000000,2004.912777,0.026400,0.659927
190,1-11-2012:15:7:12,5,70.000000,2004.984872,0.026400,0.659927
191,1-11-2012:15:12:0,5,70.000000,2005.056968,0.026400,0.659927
192,1-11-2012:15:16:48,5,70.000000,2005.129063,0.026400,0.659927
193,1-11-2012:15:21:36,5,70.000000,2005.201158,0.026400,0.659927
194,1-11-2012:15:26:24,5,70.000000,2005.273254,0.026400,0.659927
195,1-11-2012:15:31:12,5,70.000000,2005.345349,0.026400,0.659927
196,1-11-2012:15:36:0,5,70.000000,2005.417444,0.026400,0.659927
197,1-11-2012:15:40:48,5,70.000000,2005.489540,0.026400,0.659927
198,1-11-2012:15:45:36,5,70.000000,2005.561635,0.026400,0.659927
199,1-11-2012:15:50:24,5,70.000000,2005.633730,0.026400,0.659927
200,1-11-2012:15:55:12,5,70.000000,2005.705826,0.026400,0.659927
201,1-11-2012:16:0:0,5,70.000000,2005.679426,0.026400,0.000000
202,1-11-2012:16:4:48,5,70.000000,2005.653026,0.026400,0.000000
203,1-11-2012:16:9:36,5,70.000000,2005.626626,0.026400,0.000000
204,1-11-2012:16:14:24,5,70.000000,2005.600226,0.026400,0.000000
205,1-11-2012:16:19:12,5,70.000000,2005.573826,0.026400,0.000000
206,1-11-2012:16:24:0,5,70.000000,2005.547426,0.026400,0.000000
207,1-11-2012:16:28:48,5,70.000000,2005.521026,0.026400,0.000000
208,1-11-2012:16:33:36,5,70.000000,2005.494626,0.026400,0.000000
209,1-11-2012:16:38:24,5,70.000000,2005.468226,0.026400,0.000000
210,1-11-2012:16:43:12,5,70.000000,2005.441826,0.026400,0.000000
211,1-11-2012:16:48:0,5,70.000000,2005.415426,0.026400,0.000000
212,1-11-2012:16:52:48,5,70.000000,2005.389026,0.026400,0.000000
213,1-11-2012:16:57:36,5,70.000000,2005.362626,0.026400,0.000000
214,1-11-2012:17:2:24,5,70.000000,2005.336226,0.026400,0.000000
215,1-11-2012:17:7:12,5,70.000000,2005.309826,0.026400,0.000000
216,1-11-2012:17:12:0,5,70.000000,2005.283426,0.026400,0.000000
217,1-11-2012:17:16:48,5,70.000000,2005.257026,0.026400,0.000000
218,1-11-2012:17:21:36,5,70.000000,2005.230626,0.026400,0.000000
219,1-11-2012:17:26:24,5,70.000000,2005.204226,0.026400,0.000000
220,1-11-2012:17:31:12,5,70.000000,2005.177826,0.026400,0.000000
221,1-11-2012:17:36:0,5,70.000000,2005.151426,0.026400,0.000000
222,1-11-2012:17:40:48,5,70.000000,2005.125026,0.026400,0.000000
223,1-11-2012:17:45:36,5,70.000000,2005.098626,0.026400,0.000000
224,1-11-2012:17:50:24,5,70.000000,2005.072226,0.026400,0.000000
225,1-11-2012:17:55:12,5,70.000000,2005.045826,0.026400,0.000000
226,1-11-2012:18:0:0,5,70.000000,2005.019426,0.026400,0.000000
227,1-11-2012:18:4:48,5,70.000000,2004.993026,0.026400,0.000000
228,1-11-2012:18:9:36,5,70.000000,2004.966626,0.026400,0.000000
229,1-11-2012:18:14:24,5,70.000000,2004.940226,0.026400,0.000000
230,1-11-2012:18:19:12,5,70.000000,2004.913826,0.026400,0.000000
231,1-11-2012:18:24:0,5,70.000000,2004.887426,0.026400,0.000000
232,1-11-2012:18:28:48,5,70.000000,2004.861026,0.026400,0.000000
233,1-11-2012:18:33:36,5,70.000000,2004.834626,0.026400,0.000000
234,1-11-2012:18:38:24,5,70.000000,2004.808226,0.026400,0.000000
235,1-11-2012:18:43:12,5,70.000000,2004.781826,0.026400,0.000000
236,1-11-2012:18:48:0,5,70.000000,2004.755426,0.026400,0.000000
237,1-11-2012:18:52:48,5,70.000000,2004.729026,0.026400,0.000000
238,1-11-2012:18:57:36,5,70.000000,2004.702626,0.026400,0.000000
239,1-11-2012:19:2:24,5,70.000000,2004.676226,0.026400,0.000000
240,1-11-2012:19:7:12,5,70.000000,2004.649826,0.026400,0.000000
241,1-11-2012:19:12:0,5,70.000000,2004.623426,0.026400,0.000000
242,1-11-2012:19:16:48,5,70.000000,2004.597026,0.026400,0.000000
243,1-11-2012:19:21:36,5,70.000000,2004.570626,0.026400,0.000000
244,1-11-2012:19:26:24,5,70.000000,2004.544226,0.026400,0.000000
245,1-11-2012:19:31:12,5,70.000000,2004.517826,0.026400,0.000000
246,1-11-2012:19:36:0,5,70.000000,2004.491426,0.026400,0.000000
247,1-11-2012:19:40:48,5,70.000000,2004.465026,0.026400,0.000000
248,1-11-2012:19:45:36,5,70.000000,2004.438626,0.026400,0.000000
249,1-11-2012:19:50:24,5,70.000000,2004.412226,0.026400,0.000000
250,1-11-2012:19:55:12,5,70.000000,2004.385826,0.026400,0.000000
251,1-11-2012:20:0:0,5,70.000000,2004.359425,0.026400,0.000000
252,1-11-2012:20:4:48,5,70.000000,2004.333025,0.026400,0.000000
253,1-11-2012:20:9:36,5,70.000000,2004.306625,0.026400,0.000000
254,1-11-2012:20:14:24,5,70.000000,2004.280225,0.026400,0.000000
255,1-11-2012:20:19:12,5,70.000000,2004.253825,0.026400,0.000000
256,1-11-2012:20:24:0,5,70.000000,2004.227425,0.026400,0.000000
257,1-11-2012:20:28:48,5,70.000000,2004.201025,0.026400,0.000000
258,1-11-2012:20:33:36,5,70.000000,2004.174625,0.026400,0.000000
259,1-11-2012:20:38:24,5,70.000000,2004.148225,0.026400,0.000000
260,1-11-2012:20:43:12,5,70.000000,2004.121825,0.026400,0.000000
261,1-11-2012:20:48:0,5,70.000000,2004.095425,0.026400,0.000000
262,1-11-2012:20:52:48,5,70.000000,2004.069025,0.026400,0.000000
263,1-11-2012:20:57:36,5,70.000000,2004.042625,0.026400,0.000000
264,1-11-2012:21:2:24,5,70.000000,2004.016225,0.026400,0.000000
265,1-11-2012:21:7:12,5,70.000000,2003.989825,0.026400,0.000000
266,1-11-2012:21:12:0,5,70.000000,2003.963425,0.026400,0.000000
267,1-11-2012:21:16:48,5,70.000000,2003.937025,0.026400,0.000000
268,1-11-2012:21:21:36,5,70.000000,2003.910625,0.026400,0.000000
269,1-11-2012:21:26:24,5,70.000000,2003.884225,0.026400,0.000000
270,1-11-2012:21:31:12,5,70.000000,2003.857825,0.026400,0.000000
271,1-11-2012:21:36:0,5,70.000000,2003.831425,0.026400,0.000000
272,1-11-2012:21:40:48,5,70.000000,2003.805025,0.026400,0.000000
273,1-11-2012:21:45:36,5,70.000000,2003.778625,0.026400,0.000000
274,1-11-2012:21:50:24,5,70.000000,2003.752225,0.026400,0.000000
275,1-11-2012:21:55:12,5,70.000000,2003.725825,0.026400,0.000000
276,1-11-2012:22:0:0,5,70.000000,2003.699425,0.026400,0.000000
277,1-11-2012:22:4:48,5,70.000000,2003.673025,0.026400,0.000000
278,1-11-2012:22:9:36,5,70.000000,2003.646625,0.026400,0.000000
279,1-11-2012:22:14:24,5,70.000000,2003.620225,0.026400,0.000000
280,1-11-2012:22:19:12,5,70.000000,2003.593825,0.026400,0.000000
281,1-11-2012:22:24:0,5,70.000000,2003.567425,0.026400,0.000000
282,1-11-2012:22:28:48,5,70.000000,2003.541025,0.026400,0.000000
283,1-11-2012:22:33:36,5,70.000000,2003.514625,0.026400,0.000000
284,1-11-2012:22:38:24,5,70.000000,2003.488225,0.026400,0.000000
285,1-11-2012:22:43:12,5,70.000000,2003.461825,0.026400,0.000000
286,1-11-2012:22:48:0,5,70.000000,2003.435425,0.026400,0.000000
287,1-11-2012:22:52:48,5,70.000000,2003.409025,0.026400,0.000000
288,1-11-2012:22:57:36,5,70.000000,2003.382625,0.026400,0.000000
289,1-11-2012:23:2:24,5,70.000000,2003.356225,0.026400,0.000000
290,1-11-2012:23:7:12,5,70.000000,2003.329825,0.026400,0.000000
291,1-11-2012:23:12:0,5,70.000000,2003.303425,0.026400,0.000000
292,1-11-2012:23:16:48,5,70.000000,2003.277025,0.026400,0.000000
293,1-11-2012:23:21:36,5,70.000000,2003.250625,0.026400,0.000000
294,1-11-2012:23:26:24,5,70.000000,2003.224225,0.026400,0.000000
295,1-11-2012:23:31:12,5,70.000000,2003.197825,0.026400,0.000000
296,1-11-2012:23:36:0,5,70.000000,2003.171425,0.026400,0.000000
297,1-11-2012:23:40:48,5,70.000000,2003.145025,0.026400,0.000000
298,1-11-2012:23:45:36,5,70.000000,2003.118625,0.026400,0.000000
299,1-11-2012:23:50:24,5,70.000000,2003.092225,0.026400,0.000000
300,1-11-2012:23:55:12,5,70.000000,2003.065825,0.026400,0.000000
1,1-11-2012:0:0:0,5,70.000000,1999.973600,0.026400,0.000000
2,1-11-2012:0:4:48,5,70.000000,1999.947200,0.026400,0.000000
3,1-11-2012:0:9:36,5,70.000000,1999.920800,0.026400,0.000000
4,1-11-2012:0:14:24,5,70.000000,1999.894400,0.026400,0.000000
5,1-11-2012:0:19:12,5,70.000000,1999.868000,0.026400,0.000000
6,1-11-2012:0:24:0,5,70.000000,1999.841600,0.026400,0.000000
7,1-11-2012:0:28:48,5,70.000000,1999.815200,0.026400,0.000000
8,1-11-2012:0:33:36,5,70.000000,1999.788800,0.026400,0.000000
9,1-11-2012:0:38:24,5,70.000000,1999.762400,0.026400,0.000000
10,1-11-2012:0:43:12,5,70.000000,1999.736000,0.026400,0.000000
11,1-11-2012:0:48:0,5,70.000000,1999.709600,0.026400,0.000000
12,1-11-2012:0:52:48,5,70.000000,1999.683200,0.026400,0.000000
13,1-11-2012:0:57:36,5,70.000000,1999.656800,0.026400,0.000000
14,1-11-2012:1:2:24,5,70.000000,1999.630400,0.026400,0.000000
15,1-11-2012:1:7:12,5,70.000000,1999.604000,0.026400,0.000000
16,1-11-2012:1:12:0,5,70.000000,1999.577600,0.026400,0.000000
17,1-11-2012:1:16:48,5,70.000000,1999.551200,0.026400,0.000000
18,1-11-2012:1:21:36,5,70.000000,1999.524800,0.026400,0.000000
19,1-11-2012:1:26:24,5,70.000000,1999.498400,0.026400,0.000000
20,1-11-2012:1:31:12,5,70.000000,1999.472000,0.026400,0.000000
21,1-11-2012:1:36:0,5,70.000000,1999.445600,0.026400,0.000000
22,1-11-2012:1:40:48,5,70.000000,1999.419200,0.026400,0.000000
23,1-11-2012:1:45:36,5,70.000000,1999.392800,0.026400,0.000000
24,1-11-2012:1:50:24,5,70.000000,1999.366400,0.026400,0.000000
25,1-11-2012:1:55:12,5,70.000000,1999.340000,0.026400,0.000000
26,1-11-2012:2:0:0,5,70.000000,1999.313600,0.026400,0.000000
27,1-11-2012:2:4:48,5,70.000000,1999.287200,0.026400,0.000000
28,1-11-2012:2:9:36,5,70.000000,1999.260800,0.026400,0.000000
29,1-11-2012:2:14:24,5,70.000000,1999.234400,0.026400,0.000000
30,1-11-2012:2:19:12,5,70.000000,1999.208000,0.026400,0.000000
31,1-11-2012:2:24:0,5,70.000000,1999.181600,0.026400,0.000000
32,1-11-2012:2:28:48,5,70.000000,1999.155200,0.026400,0.000000
33,1-11-2012:2:33:36,5,70.000000,1999.128800,0.026400,0.000000
34,1-11-2012:2:38:24,5,70.000000,1999.102400,0.026400,0.000000
35,1-11-2012:2:43:12,5,70.000000,1999.076000,0.026400,0.000000
36,1-11-2012:2:48:0,5,70.000000,1999.049600,0.026400,0.000000
37,1-11-2012:2:52:48,5,70.000000,1999.023200,0.026400,0.000000
38,1-11-2012:2:57:36,5,70.000000,1998.996800,0.026400,0.000000
39,1-11-2012:3:2:24,5,70.000000,1998.970400,0.026400,0.000000
40,1-11-2012:3:7:12,5,70.000000,1998.944000,0.026400,0.000000
41,1-11-2012:3:12:0,5,70.000000,1998.917600,0.026400,0.000000
42,1-11-2012:3:16:48,5,70.000000,1998.891200,0.026400,0.000000
43,1-11-2012:3:21:36,5,70.000000,1998.864800,0.026400,0.000000
44,1-11-2012:3:26:24,5,70.000000,1998.838400,0.026400,0.000000
45,1-11-2012:3:31:12,5,70.000000,1998.812000,0.026400,0.000000
46,1-11-2012:3:36:0,5,70.000000,1998.785600,0.026400,0.000000
47,1-11-2012:3:40:48,5,70.000000,1998.759200,0.026400,0.000000
48,1-11-2012:3:45:36,5,70.000000,1998.732800,0.026400,0.000000
49,1-11-2012:3:50:24,5,70.000000,1998.706400,0.026400,0.000000
50,1-11-2012:3:55:12,5,70.000000,1998.680000,0.026400,0.000000
51,1-11-2012:4:0:0,5,70.000000,1998.653600,0.026400,0.000000
52,1-11-2012:4:4:48,5,70.000000,1998.627200,0.026400,0.000000
53,1-11-2012:4:9:36,5,70.000000,1998.600800,0.026400,0.000000
54,1-11-2012:4:14:24,5,70.000000,1998.574400,0.026400,0.000000
55,1-11-2012:4:19:12,5,70.000000,1998.548000,0.026400,0.000000
56,1-11-2012:4:24:0,5,70.000000,1998.521600,0.026400,0.000000
57,1-11-2012:4:28:48,5,70.000000,1998.495200,0.026400,0.000000
58,1-11-2012:4:33:36,5,70.000000,1998.468800,0.026400,0.000000
59,1-11-2012:4:38:24,5,70.000000,1998.442400,0.026400,0.000000
60,1-11-2012:4:43:12,5,70.000000,1998.416000,0.026400,0.000000
61,1-11-2012:4:48:0,5,70.000000,1998.389600,0.026400,0.000000
62,1-11-2012:4:52:48,5,70.000000,1998.363200,0.026400,0.000000
63,1-11-2012:4:57:36,5,70.000000,1998.336800,0.026400,0.000000
64,1-11-2012:5:2:24,5,70.000000,1998.310400,0.026400,0.000000
65,1-11-2012:5:7:12,5,70.000000,1998.284000,0.026400,0.000000
66,1-11-2012:5:12:0,5,70.000000,1998.257600,0.026400,0.000000
67,1-11-2012:5:16:48,5,70.000000,1998.231200,0.026400,0.000000
